cond,block,white_point,gamma,chroma_gamma,saturation,value_in,hue_in_deg,chroma_out,lum_out,hue_out_deg
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,90.0,170.62,161.59,46.6
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,120.0,93.54,129.85,60.9
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,150.0,43.13,68.79,115.6
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,180.0,26.36,164.09,125.7
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,210.0,64.25,162.33,195.6
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,240.0,119.74,59.05,218.0
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,270.0,72.66,165.8,204.6
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,300.0,3.06,156.41,
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,204,330.0,105.04,95.77,7.6
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,0.0,15.96,238.86,176.2
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,30.0,0.75,0.54,
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,60.0,1.87,6.05,
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,90.0,133.18,69.98,205.0
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,120.0,91.62,84.46,196.3
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,150.0,47.05,83.42,142.0
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,180.0,139.82,127.46,8.0
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,210.0,204.05,101.75,8.1
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,240.0,186.96,192.36,59.7
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,270.0,110.55,218.15,60.0
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,300.0,18.22,229.06,176.8
huevalue_wp0.64_g1.4_k1.5_s1.0,main,0.64,1.4,1.5,1.0,245,330.0,4.96,245.54,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,0.0,0.55,250.86,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,30.0,1.4,254.29,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,60.0,4.43,56.51,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,90.0,6.4,56.76,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,120.0,4.17,45.61,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,150.0,1.45,2.6,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,180.0,1.58,3.64,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,210.0,10.77,57.85,198.2
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,240.0,12.78,56.64,206.2
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,270.0,14.22,61.16,204.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,300.0,4.85,18.44,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,40,330.0,3.39,19.05,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,0.0,0.38,254.85,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,30.0,5.19,223.74,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,60.0,40.24,71.25,15.5
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,90.0,29.79,69.76,52.5
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,120.0,2.55,4.68,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,150.0,0.23,0.08,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,180.0,9.0,25.34,140.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,210.0,37.58,68.57,192.8
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,240.0,59.18,73.88,216.4
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,270.0,56.58,69.87,224.3
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,300.0,37.66,19.0,244.5
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,81,330.0,22.39,7.53,359.6
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,0.0,0.17,254.93,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,30.0,39.18,162.82,4.4
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,60.0,83.09,100.23,30.1
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,90.0,117.3,109.65,50.4
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,120.0,92.72,58.32,77.5
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,150.0,58.04,46.97,142.6
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,180.0,42.45,124.18,138.7
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,210.0,47.37,149.01,185.3
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,240.0,91.0,122.91,202.5
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,270.0,81.3,114.34,210.8
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,300.0,44.08,90.6,230.1
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,122,330.0,55.39,26.93,338.3
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,0.0,1.32,253.92,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,30.0,115.27,115.08,2.5
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,60.0,160.26,147.59,32.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,90.0,163.54,184.8,45.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,120.0,116.05,148.59,55.2
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,150.0,49.78,129.39,92.8
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,180.0,23.44,198.45,95.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,210.0,31.97,201.75,188.7
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,240.0,81.95,149.13,204.8
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,270.0,58.4,167.33,202.8
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,300.0,7.43,167.29,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,163,330.0,91.75,100.79,5.6
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,0.0,6.37,245.23,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,30.0,213.2,108.7,11.5
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,60.0,143.18,184.54,31.6
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,90.0,108.08,218.37,59.2
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,120.0,109.22,206.51,49.3
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,150.0,53.56,192.68,59.2
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,180.0,15.89,244.24,67.7
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,210.0,23.06,224.03,189.4
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,240.0,72.92,175.21,201.6
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,270.0,45.3,207.13,201.4
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,300.0,4.19,227.78,
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,204,330.0,137.23,164.05,13.9
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,0.0,12.19,241.49,162.7
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,30.0,147.01,145.94,13.9
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,60.0,91.05,216.87,45.7
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,90.0,60.66,234.76,60.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,120.0,61.63,229.68,54.4
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,150.0,31.7,207.3,73.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,180.0,10.86,246.45,165.9
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,210.0,17.11,242.9,184.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,240.0,98.58,144.01,195.2
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,270.0,19.8,247.48,183.1
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,300.0,20.7,237.98,171.0
huevalue_wp0.88_g1.0_k1.0_s0.7,main,0.88,1.0,1.0,0.7,245,330.0,58.88,204.98,12.9
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,0.0,1.16,235.05,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,30.0,0.06,254.96,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,60.0,3.96,73.15,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,90.0,2.59,70.97,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,120.0,3.96,63.28,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,150.0,3.12,17.35,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,180.0,3.19,14.62,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,210.0,4.83,64.14,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,240.0,9.7,60.61,216.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,270.0,9.23,62.41,211.6
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,300.0,2.47,11.65,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,40,330.0,1.32,7.84,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,0.0,0.0,255.0,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,30.0,2.43,229.89,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,60.0,24.78,63.25,9.3
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,90.0,9.24,57.87,41.5
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,120.0,1.33,4.95,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,150.0,0.0,0.0,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,180.0,2.72,27.04,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,210.0,16.96,56.22,201.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,240.0,46.43,67.14,222.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,270.0,41.62,61.08,225.8
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,300.0,21.9,8.94,242.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,81,330.0,5.79,1.93,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,0.0,0.0,255.0,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,30.0,40.91,157.18,3.5
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,60.0,75.19,86.59,20.8
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,90.0,71.31,57.51,63.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,120.0,53.35,21.39,116.8
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,150.0,64.25,56.16,149.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,180.0,49.46,106.37,160.2
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,210.0,71.47,134.51,194.8
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,240.0,99.16,123.35,204.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,270.0,103.25,105.27,209.5
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,300.0,54.44,72.3,230.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,122,330.0,59.61,21.05,0.2
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,0.0,0.06,254.96,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,30.0,149.08,103.64,1.4
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,60.0,196.73,118.29,32.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,90.0,202.37,169.44,45.9
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,120.0,126.7,124.39,59.5
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,150.0,41.3,122.09,117.9
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,180.0,20.2,197.21,124.5
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,210.0,46.1,198.35,193.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,240.0,98.98,142.79,204.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,270.0,73.7,163.85,201.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,300.0,11.68,171.87,354.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,163,330.0,127.17,104.75,9.6
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,0.0,2.43,251.03,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,30.0,225.74,102.82,10.6
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,60.0,164.53,177.53,35.8
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,90.0,134.13,210.19,59.9
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,120.0,111.73,207.86,49.9
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,150.0,40.8,195.91,68.6
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,180.0,6.28,250.74,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,210.0,26.79,229.22,192.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,240.0,87.33,172.14,201.2
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,270.0,33.49,228.72,201.2
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,300.0,16.06,241.02,171.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,204,330.0,83.88,191.5,12.8
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,0.0,7.22,247.49,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,30.0,115.54,168.4,13.8
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,60.0,72.81,230.06,58.6
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,90.0,63.93,233.67,60.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,120.0,50.06,225.11,60.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,150.0,16.67,221.56,98.0
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,180.0,10.33,250.92,183.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,210.0,7.65,252.43,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,240.0,83.14,172.8,195.4
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,270.0,2.8,254.07,
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,300.0,17.68,237.08,170.1
huevalue_wp1.0_g1.4_k1.5_s1.0,main,1.0,1.4,1.5,1.0,245,330.0,3.62,250.77,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,0.0,0.67,206.48,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,30.0,0.17,254.91,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,60.0,2.39,58.72,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,90.0,3.07,68.09,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,120.0,1.64,64.93,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,150.0,3.12,28.23,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,180.0,3.72,20.56,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,210.0,6.68,49.76,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,240.0,10.98,64.59,207.2
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,270.0,11.23,66.65,212.8
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,300.0,6.13,46.15,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,40,330.0,3.16,23.28,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,0.0,0.01,255.0,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,30.0,0.59,247.97,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,60.0,18.41,62.15,13.5
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,90.0,12.96,58.66,31.7
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,120.0,2.44,23.81,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,150.0,0.0,0.0,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,180.0,1.15,5.05,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,210.0,11.76,54.2,204.0
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,240.0,27.05,62.35,216.4
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,270.0,22.7,63.82,222.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,300.0,12.94,8.48,252.1
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,81,330.0,1.76,0.59,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,0.0,0.01,255.0,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,30.0,9.6,167.4,10.7
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,60.0,41.8,84.78,41.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,90.0,42.74,46.79,59.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,120.0,26.47,15.62,72.7
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,150.0,29.44,35.99,105.4
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,180.0,36.22,98.87,173.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,210.0,50.15,117.08,189.2
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,240.0,54.8,118.14,203.9
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,270.0,43.12,112.67,217.8
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,300.0,38.71,68.42,231.3
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,122,330.0,20.64,13.04,325.8
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,0.0,0.32,254.76,
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,30.0,46.09,98.21,26.1
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,60.0,67.3,89.31,42.4
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,90.0,84.26,104.05,52.8
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,120.0,70.49,86.13,65.9
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,150.0,36.58,127.7,106.1
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,180.0,32.42,158.06,158.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,210.0,44.05,166.11,186.0
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,240.0,63.63,148.27,203.4
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,270.0,48.58,130.16,214.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,300.0,38.02,101.07,226.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,163,330.0,15.64,50.87,350.4
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,0.0,9.08,249.2,171.1
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,30.0,97.48,119.56,21.0
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,60.0,94.69,161.85,34.4
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,90.0,96.86,184.9,43.9
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,120.0,64.19,190.27,57.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,150.0,49.77,186.46,65.5
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,180.0,22.55,205.21,115.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,210.0,52.4,177.94,186.3
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,240.0,84.64,172.83,201.2
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,270.0,46.92,179.35,205.7
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,300.0,12.91,158.98,219.6
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,204,330.0,30.57,116.7,341.7
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,245,0.0,12.8,247.55,173.7
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,245,30.0,100.49,161.71,16.8
huevalue_wp0.64_g1.0_k2.0_s0.7,main,0.64,1.0,2.0,0.7,245,60.0,78.76,202.64,29.3
