cond,block,white_point,gamma,chroma_gamma,saturation,value_in,hue_in_deg,chroma_out,lum_out,hue_out_deg
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,60.0,115.97,126.86,45.3
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,90.0,62.33,140.12,59.0
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,120.0,32.76,151.19,84.1
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,150.0,18.98,174.33,108.2
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,180.0,30.89,175.23,195.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,210.0,61.39,156.76,207.6
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,240.0,39.47,150.81,218.0
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,270.0,19.52,125.63,239.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,300.0,32.32,58.88,334.6
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,122,330.0,4.15,249.01,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,0.0,131.62,139.3,15.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,30.0,111.77,180.01,29.6
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,60.0,95.66,205.6,43.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,90.0,59.73,197.13,53.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,120.0,30.9,199.01,65.6
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,150.0,15.64,223.1,102.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,180.0,24.69,212.4,195.6
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,210.0,41.51,188.8,207.8
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,240.0,31.52,208.27,203.3
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,270.0,20.72,204.86,356.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,300.0,83.47,157.67,7.9
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,163,330.0,3.05,251.68,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,0.0,68.64,202.66,18.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,30.0,64.21,225.58,40.0
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,60.0,55.03,235.87,57.9
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,90.0,52.75,222.12,51.5
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,120.0,22.89,227.24,60.9
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,150.0,13.52,244.08,68.8
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,180.0,9.55,234.33,164.4
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,210.0,24.63,203.93,194.1
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,240.0,17.86,246.34,184.5
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,270.0,0.35,254.88,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,300.0,42.25,222.97,7.4
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,204,330.0,1.17,253.31,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,0.0,13.16,241.82,45.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,30.0,16.51,248.8,61.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,60.0,20.51,248.03,60.1
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,90.0,14.24,249.94,60.2
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,120.0,5.23,251.05,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,150.0,7.56,250.46,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,180.0,1.33,254.55,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,210.0,12.01,221.63,163.7
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,240.0,9.18,251.41,181.2
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,270.0,0.03,254.99,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,300.0,2.58,252.93,
huevalue_wp0.88_g1.0_k2.0_s1.0,main,0.88,1.0,2.0,1.0,245,330.0,2.78,251.99,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,0.0,1.52,249.27,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,30.0,2.21,28.07,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,60.0,2.3,61.52,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,90.0,2.79,62.8,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,120.0,3.44,61.22,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,150.0,1.85,61.27,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,180.0,1.62,20.37,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,210.0,2.11,18.36,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,240.0,2.18,24.11,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,270.0,5.89,64.45,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,300.0,2.93,69.27,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,40,330.0,0.97,181.77,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,0.0,2.12,245.67,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,30.0,17.73,60.41,7.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,60.0,16.04,58.67,13.4
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,90.0,7.93,56.0,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,120.0,7.93,57.08,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,150.0,8.77,32.66,29.2
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,180.0,15.1,23.84,211.8
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,210.0,38.25,34.01,221.2
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,240.0,39.21,48.95,216.1
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,270.0,36.21,73.96,217.2
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,300.0,11.13,57.9,257.9
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,81,330.0,1.14,126.25,
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,0.0,18.82,177.73,5.1
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,30.0,55.21,75.27,6.7
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,60.0,40.22,80.8,31.4
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,90.0,28.32,74.45,100.2
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,120.0,24.13,79.41,101.4
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,150.0,17.89,68.45,104.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,180.0,28.34,90.28,188.6
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,210.0,53.28,92.26,212.9
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,240.0,50.82,100.96,213.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,270.0,50.2,108.83,211.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,300.0,31.46,67.91,238.8
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,122,330.0,22.94,84.96,359.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,0.0,82.09,109.31,1.9
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,30.0,95.3,93.01,13.9
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,60.0,61.89,104.44,48.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,90.0,54.74,70.0,135.6
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,120.0,42.13,77.47,137.7
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,150.0,36.22,89.05,136.3
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,180.0,30.51,129.78,172.4
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,210.0,81.09,112.33,209.8
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,240.0,73.22,121.86,210.8
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,270.0,71.89,128.24,210.7
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,300.0,44.01,76.42,230.4
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,163,330.0,77.02,57.1,1.4
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,0.0,180.39,65.37,1.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,30.0,157.79,83.3,17.4
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,60.0,163.35,153.61,43.7
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,90.0,78.44,103.6,67.7
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,120.0,55.1,34.5,138.1
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,150.0,60.51,48.13,131.2
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,180.0,21.77,166.36,111.3
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,210.0,109.33,99.22,200.6
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,240.0,80.51,109.73,209.5
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,270.0,62.38,157.01,211.0
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,300.0,15.31,165.65,343.6
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,204,330.0,146.6,49.81,0.3
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,0.0,223.63,80.5,4.1
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,30.0,220.39,135.42,23.3
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,60.0,176.87,189.54,54.2
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,90.0,133.71,146.46,49.9
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,120.0,56.16,53.13,141.7
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,150.0,48.01,150.43,73.9
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,180.0,13.21,243.22,159.1
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,210.0,66.81,171.81,201.3
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,240.0,100.12,84.99,206.9
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,270.0,47.52,190.08,207.7
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,300.0,16.9,243.0,9.1
huevalue_wp0.75_g1.4_k1.0_s1.0,main,0.75,1.4,1.0,1.0,245,330.0,236.41,105.66,12.2
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,0.0,1.51,99.63,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,30.0,9.44,52.02,5.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,60.0,5.63,41.06,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,90.0,2.11,14.21,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,120.0,0.8,0.29,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,150.0,4.03,2.11,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,180.0,6.05,9.99,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,210.0,18.22,20.49,248.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,240.0,17.9,35.36,234.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,270.0,16.02,43.95,238.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,300.0,0.4,29.39,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,40,330.0,1.08,63.71,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,0.0,24.82,44.53,1.4
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,30.0,32.19,32.88,3.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,60.0,24.82,21.9,28.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,90.0,13.8,7.88,80.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,120.0,15.13,39.8,67.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,150.0,10.42,56.7,54.2
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,180.0,10.85,75.32,221.9
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,210.0,34.55,83.2,221.2
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,240.0,28.69,90.35,224.8
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,270.0,29.19,93.66,223.7
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,300.0,25.34,21.56,252.5
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,81,330.0,5.7,11.79,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,0.0,81.93,27.38,0.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,30.0,84.12,29.81,3.1
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,60.0,52.37,44.22,46.1
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,90.0,36.02,36.99,115.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,120.0,23.41,64.75,108.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,150.0,20.03,76.98,107.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,180.0,28.48,100.47,182.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,210.0,60.85,102.34,210.7
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,240.0,49.87,113.04,217.2
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,270.0,47.81,118.76,217.4
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,300.0,36.01,60.28,246.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,122,330.0,50.41,16.8,0.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,0.0,149.78,50.87,0.9
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,30.0,144.9,57.62,9.9
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,60.0,107.27,106.73,43.9
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,90.0,63.01,52.15,141.7
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,120.0,54.35,36.09,139.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,150.0,44.64,17.61,127.9
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,180.0,57.23,100.94,169.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,210.0,124.08,70.01,206.8
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,240.0,88.58,104.79,208.8
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,270.0,68.49,134.39,215.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,300.0,23.76,121.0,247.9
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,163,330.0,130.74,43.58,0.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,0.0,206.07,74.28,4.2
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,30.0,201.69,91.1,13.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,60.0,183.04,178.39,47.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,90.0,74.24,106.78,64.2
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,120.0,56.29,49.11,143.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,150.0,44.75,80.4,128.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,180.0,13.24,215.59,139.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,210.0,93.64,133.53,205.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,240.0,107.83,72.98,208.4
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,270.0,58.1,157.68,216.3
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,300.0,29.05,207.9,353.1
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,204,330.0,209.34,70.48,0.4
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,0.0,0.66,1.49,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,30.0,1.93,8.84,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,60.0,138.3,76.33,200.6
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,90.0,133.29,76.13,200.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,120.0,29.84,99.44,125.5
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,150.0,24.29,111.31,113.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,180.0,163.29,137.76,6.2
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,210.0,198.04,128.91,6.9
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,240.0,159.9,199.39,57.8
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,270.0,102.17,220.94,60.0
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,300.0,0.07,254.96,
huevalue_wp0.75_g1.8_k1.0_s1.0,main,0.75,1.8,1.0,1.0,245,330.0,0.81,252.69,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,0.0,3.14,194.27,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,30.0,1.5,63.69,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,60.0,5.28,61.84,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,90.0,4.33,60.35,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,120.0,1.8,30.76,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,150.0,1.52,7.37,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,180.0,1.83,8.82,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,210.0,4.66,7.73,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,240.0,19.19,14.28,227.0
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,270.0,11.67,44.28,213.3
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,300.0,6.19,58.53,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,40,330.0,2.53,127.98,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,0.0,14.15,130.59,3.3
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,30.0,38.67,72.76,11.0
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,60.0,27.54,66.2,35.4
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,90.0,12.59,34.54,97.1
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,120.0,19.27,14.61,114.6
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,150.0,23.57,21.99,131.3
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,180.0,42.12,44.74,183.2
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,210.0,56.56,50.32,202.5
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,240.0,65.09,56.74,206.4
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,270.0,46.04,68.21,215.0
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,300.0,29.85,54.48,237.0
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,81,330.0,4.82,74.88,
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,0.0,74.22,82.45,1.5
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,30.0,76.7,77.67,28.1
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,60.0,61.86,78.16,54.2
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,90.0,43.01,47.8,99.0
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,120.0,39.91,65.29,137.6
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,150.0,37.69,81.9,147.8
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,180.0,33.57,115.89,179.5
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,210.0,66.09,105.83,203.0
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,240.0,69.4,105.74,210.4
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,270.0,45.65,112.56,221.0
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,300.0,47.95,57.42,228.8
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,122,330.0,35.87,32.88,352.5
huevalue_wp0.75_g1.0_k1.0_s0.7,main,0.75,1.0,1.0,0.7,163,0.0,145.35,57.83,7.0
