cond,white_point,gamma,chroma_gamma,saturation,input_value,out_lum,out_r,out_g,out_b,chroma,grain,anisotropy,hue_deg
tonefine_wp0.75_g1.4_k1.5_s1.0_rep2,0.75,1.4,1.5,1.0,196,255.0,255.0,255.0,255.0,0.0,0.03,2.723,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep2,0.75,1.4,1.5,1.0,200,237.02,239.42,235.2,236.43,4.22,53.05,0.0,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,100,0.03,0.0,0.01,0.06,0.06,0.33,0.996,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,104,9.57,8.78,9.8,10.12,1.34,30.51,0.211,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,108,18.28,18.48,18.79,17.57,1.22,40.54,0.002,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,112,16.73,17.39,16.86,15.95,1.44,38.16,0.001,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,116,14.32,14.34,14.39,14.22,0.18,36.28,0.021,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,120,0.0,0.0,0.0,0.0,0.0,0.21,1.157,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,124,0.88,0.87,0.87,0.9,0.03,7.45,0.181,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,128,25.08,26.71,24.04,24.49,2.67,43.48,0.02,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,132,25.21,29.87,23.02,22.73,7.13,42.37,0.008,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,136,22.78,26.69,21.69,19.97,6.73,41.74,0.002,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,140,2.06,5.08,0.4,0.7,4.68,3.64,0.224,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,144,255.0,255.0,255.0,255.0,0.0,0.03,6.382,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,148,200.61,201.14,200.2,200.5,0.94,99.33,0.0,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,152,55.52,49.18,61.14,56.24,11.95,38.22,0.032,156.0
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,156,55.33,48.78,61.58,55.62,12.8,36.18,0.006,152.3
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,160,30.38,28.99,33.48,28.65,4.83,22.71,0.059,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,164,34.09,34.2,34.07,33.99,0.2,7.65,0.805,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,168,66.23,63.66,67.38,67.66,4.0,14.54,0.5,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,172,93.19,92.51,93.83,93.24,1.31,27.28,0.049,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,176,106.46,108.08,106.53,104.77,3.31,23.39,0.06,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,180,114.61,116.08,114.29,113.45,2.63,19.88,0.051,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,184,117.32,119.87,117.29,114.81,5.05,16.21,0.013,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,188,73.79,68.21,78.56,74.61,10.34,15.43,0.016,157.8
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,192,38.2,26.75,48.52,39.34,21.76,5.03,0.587,155.2
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,196,254.99,254.98,254.98,255.0,0.02,0.12,3.048,
tonefine_wp0.64_g1.8_k2.0_s1.3,0.64,1.8,2.0,1.3,200,178.96,179.34,178.49,179.06,0.85,104.5,0.0,
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,100,76.3,67.85,94.18,66.87,27.3,7.66,0.167,118.2
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,104,106.06,100.4,124.39,93.39,31.0,16.03,0.312,107.5
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,108,121.63,119.76,139.26,105.85,33.41,42.75,0.055,95.5
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,112,133.86,137.65,147.33,116.6,30.73,44.08,0.003,77.9
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,116,145.57,150.43,159.28,127.01,32.27,38.11,0.003,75.4
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,120,158.98,165.73,171.12,140.09,31.03,32.37,0.011,69.4
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,124,157.56,166.39,168.52,137.77,30.74,13.77,0.213,63.5
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,128,163.09,172.93,173.08,143.24,29.84,3.76,4.583,60.3
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,132,181.98,193.7,190.11,162.12,31.58,9.04,0.413,54.0
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,136,193.35,202.42,200.84,176.79,25.62,22.34,0.017,56.9
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,140,211.44,222.54,214.48,197.3,25.23,18.94,0.005,41.8
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,144,242.82,245.63,243.54,239.28,6.35,19.9,0.002,
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,148,254.99,255.0,254.99,254.99,0.01,0.1,2.129,
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,152,223.22,229.61,228.86,211.19,18.42,14.46,0.012,57.9
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,156,227.75,232.35,233.04,217.86,15.18,12.44,0.016,62.3
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,160,231.02,236.24,234.37,222.45,13.79,10.87,0.012,52.8
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,164,232.87,237.75,236.37,224.48,13.28,7.84,0.092,54.6
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,168,240.26,238.66,245.24,236.88,8.35,3.31,1.388,108.3
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,172,246.71,242.55,252.16,245.42,9.62,3.05,20.625,136.9
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,176,250.21,245.4,253.81,251.43,8.4,2.53,27.699,164.1
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,180,251.01,243.45,254.97,254.6,11.52,1.56,5.314,178.4
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,184,250.47,241.46,255.0,254.96,13.54,1.09,4.561,179.9
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,188,249.43,238.59,254.92,254.76,16.33,1.33,3.681,179.5
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,192,253.72,251.39,254.96,254.81,3.57,1.74,0.4,
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,196,254.99,254.98,255.0,255.0,0.01,0.07,1.54,
tonefine_wp0.88_g1.0_k2.0_s0.7,0.88,1.0,2.0,0.7,200,255.0,255.0,255.0,255.0,0.0,0.03,4.238,
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,100,28.14,18.74,38.45,27.24,19.71,13.85,0.313,145.5
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,104,58.61,43.75,71.15,60.93,27.4,46.21,0.176,158.3
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,108,59.43,47.79,72.1,58.41,24.31,66.36,0.005,145.8
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,112,51.15,40.26,62.21,50.98,21.95,69.93,0.001,149.2
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,116,53.66,39.3,64.81,56.85,25.51,67.77,0.003,162.3
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,120,51.55,35.26,63.79,55.59,28.53,62.7,0.011,163.8
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,124,38.73,20.79,54.5,40.91,33.72,11.38,0.845,156.4
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,128,55.38,38.94,70.56,56.64,31.62,8.7,2.618,153.9
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,132,88.85,78.81,102.32,85.43,23.51,23.98,0.335,135.9
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,136,109.0,101.62,122.28,103.1,20.66,48.15,0.008,123.7
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,140,123.58,119.26,133.71,117.76,15.95,45.27,0.001,115.1
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,144,207.13,204.61,211.35,205.43,6.74,66.47,0.001,
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,148,254.99,255.0,254.98,255.0,0.02,0.09,2.749,
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,152,150.41,151.26,160.78,139.18,21.6,34.61,0.014,86.1
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,156,155.69,157.85,166.23,143.0,23.23,30.94,0.006,80.9
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,160,154.39,159.9,162.46,140.8,21.66,31.42,0.005,66.2
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,164,156.07,164.8,163.27,140.15,24.65,23.53,0.057,56.8
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,168,164.11,172.45,170.56,149.33,23.12,7.96,0.096,55.8
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,172,172.95,180.94,178.31,159.6,21.34,4.13,10.595,53.5
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,176,180.78,190.31,184.42,167.62,22.69,3.97,8.885,45.5
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,180,190.25,199.03,193.14,178.56,20.47,12.66,0.123,43.8
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,184,201.25,207.66,204.35,191.74,15.92,17.05,0.011,48.7
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,188,203.12,209.65,205.35,194.35,15.3,15.71,0.007,44.2
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,192,198.5,207.89,202.41,185.2,22.68,17.85,0.013,46.6
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,196,241.3,243.18,242.54,238.19,5.0,22.83,0.002,
tonefine_wp0.64_g1.0_k2.0_s1.3,0.64,1.0,2.0,1.3,200,255.0,255.0,255.0,255.0,0.0,0.02,3.806,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,100,3.8,3.19,4.67,3.53,1.48,15.16,0.356,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,104,36.19,31.82,41.94,34.82,10.12,60.76,0.113,136.8
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,108,38.7,36.66,39.88,39.57,3.22,72.99,0.0,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,112,37.69,36.29,38.24,38.53,2.25,72.74,0.0,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,116,32.22,30.87,32.77,33.01,2.14,69.43,0.017,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,120,1.42,0.8,1.54,1.92,1.13,8.53,0.231,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,124,3.19,1.03,5.33,3.22,4.31,5.49,6.143,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,128,51.58,45.14,57.79,51.82,12.66,66.48,0.047,151.9
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,132,71.31,64.29,77.9,71.75,13.6,62.72,0.009,153.2
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,136,72.89,63.75,80.96,73.97,17.21,62.59,0.002,156.2
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,140,74.06,64.11,81.05,77.02,16.94,63.47,0.002,166.8
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,144,255.0,255.0,254.99,255.0,0.0,0.08,4.571,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,148,254.93,255.0,254.86,254.94,0.13,0.77,0.086,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,152,109.72,94.85,123.79,110.52,28.94,52.32,0.013,152.7
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,156,120.07,109.96,133.49,116.76,23.53,46.25,0.005,136.3
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,160,104.02,95.87,117.78,98.41,21.91,32.6,0.089,126.1
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,164,110.56,110.7,120.58,100.39,20.2,5.57,1.004,89.3
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,168,136.08,137.38,142.35,128.51,13.84,6.8,1.819,80.8
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,172,167.3,170.03,173.45,158.44,15.01,28.8,0.069,72.5
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,176,184.5,189.78,188.7,175.02,14.76,26.4,0.032,56.3
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,180,192.84,197.86,195.67,185.0,12.85,22.06,0.012,50.8
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,184,201.49,206.85,204.28,193.35,13.51,17.7,0.006,49.7
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,188,194.06,201.46,197.64,183.07,18.39,17.67,0.026,48.7
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,192,201.28,211.33,206.05,186.48,24.85,3.59,4.174,48.4
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,196,254.99,254.98,254.99,255.0,0.02,0.1,3.884,
tonefine_wp0.88_g1.8_k1.0_s1.3,0.88,1.8,1.0,1.3,200,231.9,234.23,230.09,231.39,4.14,62.9,0.0,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,100,45.43,44.29,46.05,45.95,1.76,89.22,0.151,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,104,0.97,0.87,1.25,0.8,0.45,7.52,0.513,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,108,10.72,10.88,10.76,10.52,0.36,37.18,0.173,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,112,23.05,23.73,22.82,22.6,1.13,51.73,0.001,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,116,22.62,23.54,22.33,22.0,1.54,51.68,0.001,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,120,8.29,8.68,7.96,8.23,0.72,33.78,0.136,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,124,0.0,0.0,0.0,0.0,0.0,0.1,2.5,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,128,28.52,29.82,27.25,28.48,2.58,55.59,0.005,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,132,29.26,30.99,27.48,29.32,3.51,54.86,0.002,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,136,28.55,32.41,26.77,26.49,5.91,54.57,0.0,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,140,1.66,4.87,0.03,0.09,4.84,2.09,2.982,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,144,255.0,255.0,255.0,254.99,0.01,0.08,4.408,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,148,195.28,196.13,194.86,194.84,1.28,99.26,0.002,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,152,21.97,22.73,24.35,18.82,5.52,28.26,0.359,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,156,58.42,53.04,63.62,58.6,10.58,48.49,0.017,151.7
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,160,46.68,45.79,50.55,43.72,6.83,50.92,0.006,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,164,44.53,46.39,46.09,41.11,5.28,50.51,0.008,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,168,54.74,49.92,55.58,58.72,8.81,17.89,0.026,200.6
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,172,68.71,62.04,71.46,72.63,10.59,6.62,3.075,185.8
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,176,97.23,92.98,99.04,99.67,6.69,31.83,0.107,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,180,111.73,110.16,112.15,112.9,2.74,30.14,0.022,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,184,118.76,117.97,119.72,118.59,1.75,26.9,0.012,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,188,92.59,87.1,97.18,93.5,10.08,33.12,0.005,158.9
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,192,45.61,37.4,55.66,43.76,18.26,5.05,1.593,140.1
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,196,254.99,254.98,254.99,255.0,0.01,0.12,9.794,
tonefine_wp0.75_g2.2_k1.5_s1.0,0.75,2.2,1.5,1.0,200,182.15,184.18,180.5,181.78,3.69,104.4,0.0,
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,100,71.84,60.72,89.54,65.27,28.82,10.68,0.107,128.4
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,104,103.76,96.96,123.4,90.92,32.48,9.39,0.537,109.9
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,108,110.34,104.61,130.18,96.25,33.92,39.07,0.116,106.3
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,112,120.99,120.42,137.28,105.28,32.0,45.98,0.003,91.8
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,116,132.35,135.55,146.51,114.98,31.53,40.32,0.003,80.0
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,120,147.77,152.48,160.73,130.09,30.64,33.97,0.009,75.1
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,124,155.85,161.32,167.86,138.37,29.49,26.51,0.077,72.2
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,128,154.05,161.39,164.82,135.93,28.89,4.23,1.292,66.2
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,132,171.34,181.11,180.36,152.55,28.57,5.0,18.358,58.7
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,136,175.9,184.04,184.74,158.93,25.81,10.39,0.082,61.4
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,140,207.02,215.19,211.98,193.9,21.29,20.41,0.008,52.0
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,144,232.01,237.4,233.66,224.98,12.41,22.88,0.003,43.0
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,148,255.0,255.0,255.0,255.0,0.0,0.01,1.586,
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,152,220.08,226.42,226.07,207.74,18.68,14.46,0.015,59.1
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,156,223.85,228.81,229.33,213.42,15.91,12.12,0.016,61.7
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,160,222.26,228.75,226.16,211.89,16.86,11.53,0.018,51.8
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,164,222.99,229.38,226.98,212.62,16.76,8.68,0.092,52.4
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,168,227.36,229.98,231.36,220.75,10.61,3.85,0.552,66.9
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,172,234.92,232.48,240.32,231.95,8.37,3.23,20.13,116.8
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,176,239.9,234.49,246.3,238.9,11.8,3.54,19.899,141.7
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,180,244.16,234.8,251.29,246.39,16.48,2.96,1.326,163.2
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,184,245.38,231.59,253.71,250.86,22.12,2.21,2.546,173.2
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,188,245.62,232.54,253.3,251.0,20.76,2.55,2.896,174.2
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,192,253.07,249.81,254.8,254.61,4.99,2.29,0.426,
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,196,254.99,254.97,255.0,255.0,0.03,0.09,5.432,
tonefine_wp0.88_g1.0_k1.0_s0.7,0.88,1.0,1.0,0.7,200,255.0,255.0,255.0,255.0,0.0,0.0,,
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,100,27.63,17.8,38.65,26.44,20.86,38.33,0.221,144.4
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,104,48.81,29.96,64.76,51.72,34.8,4.8,0.623,158.2
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,108,40.37,23.51,57.35,40.26,33.84,41.41,0.223,149.7
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,112,57.49,46.21,72.16,54.11,25.94,69.57,0.005,137.3
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,116,73.65,63.05,89.22,68.67,26.17,61.96,0.004,131.8
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,120,94.41,84.36,110.61,88.25,26.25,53.76,0.003,127.9
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,124,91.93,86.41,109.01,80.36,28.64,29.32,0.093,108.5
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,128,103.54,104.14,118.09,88.39,29.69,5.61,4.784,88.0
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,132,134.72,139.5,146.45,118.22,28.23,13.42,0.38,73.7
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,136,158.7,165.67,169.01,141.43,27.58,32.51,0.006,66.4
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,140,186.79,196.93,191.16,172.28,24.65,26.88,0.002,47.1
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,144,239.97,241.9,240.89,237.12,4.77,27.35,0.002,
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,148,255.0,255.0,255.0,255.0,0.0,0.03,5.838,
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,152,201.82,210.91,208.48,186.07,24.84,20.67,0.027,54.9
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,156,209.4,216.39,215.67,196.14,20.25,16.8,0.007,58.2
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,160,209.92,217.16,214.63,197.96,19.2,15.39,0.009,53.0
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,164,212.88,220.52,217.02,201.11,19.41,11.72,0.06,50.3
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,168,220.38,225.13,222.66,213.34,11.79,3.99,0.464,48.5
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,172,230.13,230.0,234.61,225.78,8.83,3.44,11.491,91.4
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,176,239.36,234.27,245.36,238.44,11.08,3.64,6.494,141.8
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,180,243.56,234.4,250.1,246.18,15.7,3.4,0.307,166.1
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,184,245.51,232.13,253.4,250.99,21.27,2.34,7.786,174.1
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,188,246.01,233.33,252.64,252.06,19.31,2.67,3.64,178.5
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,192,254.16,252.56,254.94,254.98,2.42,1.37,0.544,
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,196,255.0,255.0,255.0,255.0,0.0,0.02,2.243,
tonefine_wp0.0_g1.4_k1.5_s1.0,0.0,1.4,1.5,1.0,200,255.0,255.0,255.0,255.0,0.0,0.0,,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,100,0.18,0.19,0.22,0.13,0.08,2.04,0.361,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,104,15.09,14.52,15.87,14.87,1.35,37.42,0.113,
