cond,white_point,gamma,chroma_gamma,saturation,input_value,out_lum,out_r,out_g,out_b,chroma,grain,anisotropy,hue_deg
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,124,159.93,161.18,173.03,145.59,27.44,27.35,0.066,85.5
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,128,160.25,164.23,171.29,145.22,26.07,5.38,1.162,75.2
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,132,180.78,189.19,189.38,163.77,25.61,7.41,86.805,60.4
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,136,181.99,189.49,190.94,165.53,25.41,9.4,0.048,62.9
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,140,207.18,212.75,212.26,196.53,16.22,21.52,0.004,58.5
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,144,227.72,231.23,230.82,221.11,10.11,25.03,0.003,58.0
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,148,255.0,255.0,255.0,255.0,0.0,0.03,1.773,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,152,228.48,234.88,232.17,218.38,16.49,12.34,0.018,51.2
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,156,232.33,238.2,236.3,222.48,15.72,10.65,0.025,53.7
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,160,233.45,239.83,236.12,224.39,15.43,9.25,0.042,46.7
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,164,235.22,243.37,236.62,225.66,17.71,6.22,0.126,37.8
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,168,241.13,247.38,241.25,234.77,12.61,3.04,2.705,31.0
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,172,248.65,251.96,249.54,244.45,7.51,3.03,15.727,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,176,252.48,252.96,253.5,250.98,2.52,2.53,17.772,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,180,254.4,253.68,254.85,254.68,1.18,0.98,9.5,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,184,254.06,252.22,254.97,254.98,2.77,0.94,5.153,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,188,253.08,249.62,254.76,254.85,5.23,1.38,3.439,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,192,253.56,251.97,254.44,254.27,2.48,2.25,0.785,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,196,255.0,255.0,255.0,255.0,0.0,0.05,8.485,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,200,255.0,255.0,255.0,255.0,0.0,0.0,,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,100,32.64,30.49,34.35,33.07,3.85,77.94,0.192,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,104,13.53,5.57,23.35,11.67,17.78,6.1,1.005,139.7
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,108,27.58,25.99,29.87,26.89,3.89,64.38,0.071,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,112,36.54,35.32,38.07,36.24,2.75,73.16,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,116,36.11,34.79,37.22,36.32,2.43,72.78,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,120,6.89,6.25,7.66,6.76,1.4,32.39,0.154,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,124,4.08,1.36,6.69,4.2,5.33,12.88,0.444,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,128,56.52,47.27,63.32,58.98,16.06,68.96,0.019,164.9
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,132,64.62,54.66,73.21,66.0,18.55,65.34,0.009,157.3
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,136,67.31,53.13,79.84,68.97,26.71,62.88,0.001,156.1
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,140,40.36,28.3,52.51,40.28,24.21,7.56,2.713,149.7
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,144,255.0,254.99,255.0,255.0,0.01,0.05,4.121,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,148,195.07,193.82,195.66,195.73,1.91,100.24,0.001,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,152,97.34,81.81,112.08,98.14,30.27,51.09,0.11,152.6
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,156,120.45,104.74,136.75,119.85,32.01,46.83,0.005,148.2
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,160,119.34,109.09,131.77,117.16,22.67,46.98,0.005,140.6
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,164,115.38,109.24,127.21,109.7,17.96,32.68,0.069,121.3
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,168,128.93,126.0,137.14,123.64,13.5,4.41,6.333,110.6
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,172,151.53,148.63,159.18,146.8,12.38,21.98,0.25,112.1
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,176,177.57,179.09,182.12,171.5,10.62,27.18,0.028,76.1
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,180,186.58,189.86,189.67,180.22,9.64,22.59,0.015,59.0
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,184,193.98,198.29,197.11,186.53,11.76,19.31,0.006,54.8
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,188,173.82,176.67,180.61,164.18,16.43,8.71,0.055,73.3
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,192,177.99,183.19,188.17,162.6,25.56,4.79,3.634,70.6
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,196,255.0,255.0,255.0,255.0,0.0,0.03,13.634,
tonefine_wp0.75_g1.4_k1.5_s1.3,0.75,1.4,1.5,1.3,200,180.74,180.42,180.3,181.51,1.21,104.52,0.0,
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,100,23.31,13.01,35.22,21.68,22.21,21.01,0.26,142.8
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,104,57.04,40.62,73.71,56.8,33.09,50.73,0.132,149.3
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,108,52.4,40.82,66.21,50.18,25.39,69.37,0.003,141.4
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,112,45.24,37.8,53.77,44.15,15.97,72.37,0.001,143.3
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,116,47.35,36.08,58.1,47.88,22.02,70.57,0.003,152.4
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,120,48.68,33.75,60.74,51.57,26.99,67.58,0.002,160.5
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,124,35.0,16.07,51.54,37.38,35.47,24.39,0.098,156.6
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,128,48.12,32.68,64.64,47.05,31.96,8.4,3.447,146.7
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,132,77.09,62.81,92.68,75.77,29.87,11.84,10.76,145.6
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,136,93.26,82.42,109.52,87.84,27.1,43.93,0.039,130.9
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,140,117.26,107.62,130.02,114.15,22.4,47.91,0.001,136.5
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,144,182.77,176.33,190.63,181.35,14.31,75.18,0.001,140.2
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,148,255.0,254.99,255.0,255.0,0.01,0.04,4.808,
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,152,152.1,147.12,165.42,143.76,21.66,34.07,0.016,111.7
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,156,149.19,146.11,160.98,140.47,20.51,30.71,0.05,104.6
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,160,138.54,137.73,150.31,127.58,22.74,20.08,0.108,93.5
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,164,142.71,144.2,153.58,130.36,23.22,4.41,1.743,83.7
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,168,161.37,164.62,168.75,150.76,17.99,4.38,7.915,72.7
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,172,174.57,177.38,180.1,166.22,13.87,7.76,0.903,70.7
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,176,187.67,191.13,192.11,179.77,12.34,16.81,0.175,64.1
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,180,196.83,200.76,200.9,188.84,12.06,18.19,0.018,60.6
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,184,201.86,206.23,205.94,193.4,12.83,15.53,0.007,58.9
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,188,202.04,205.78,205.36,194.97,10.81,15.32,0.009,58.0
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,192,199.12,201.93,205.48,189.94,15.55,16.64,0.011,72.6
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,196,249.86,249.3,250.79,249.48,1.49,13.97,0.004,
tonefine_wp0.64_g1.0_k1.0_s1.3,0.64,1.0,1.0,1.3,200,255.0,254.99,255.0,255.0,0.01,0.07,2.573,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,100,16.78,14.1,20.44,15.79,6.34,42.63,0.241,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,104,52.07,44.98,59.44,51.79,14.45,68.49,0.014,148.1
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,108,38.89,36.84,40.68,39.15,3.84,73.45,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,112,37.82,36.48,38.84,38.14,2.36,73.35,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,116,24.51,23.49,25.21,24.82,1.71,61.96,0.062,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,120,0.56,0.04,0.88,0.77,0.84,1.9,3.736,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,124,4.02,0.93,6.49,4.65,5.57,9.65,0.977,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,128,53.09,43.1,59.48,56.69,16.38,67.7,0.031,170.9
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,132,69.47,59.06,78.0,71.34,18.94,63.03,0.009,159.7
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,136,69.81,56.02,81.14,72.29,25.12,63.37,0.002,159.7
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,140,78.83,67.82,88.35,80.3,20.53,62.88,0.002,157.1
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,144,255.0,255.0,255.0,255.0,0.0,0.02,2.266,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,148,255.0,255.0,255.0,255.0,0.0,0.01,1.426,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,152,118.63,102.19,134.99,118.72,32.79,48.01,0.006,150.3
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,156,113.77,99.36,130.34,111.6,30.97,41.0,0.051,143.1
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,160,95.18,84.9,110.11,90.54,25.21,17.83,0.142,132.3
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,164,103.59,98.55,115.44,96.79,18.65,6.03,0.724,115.1
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,168,129.83,127.17,137.44,124.89,12.55,12.49,0.485,110.2
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,172,160.05,158.85,166.4,154.89,11.5,32.07,0.056,100.2
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,176,176.5,179.98,180.54,168.99,11.55,26.86,0.036,62.5
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,180,183.42,186.91,187.07,176.28,10.79,23.02,0.013,60.8
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,184,190.33,194.98,193.71,182.3,12.68,19.43,0.005,54.8
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,188,184.42,188.62,188.6,176.05,12.57,21.33,0.01,59.9
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,192,179.94,186.39,188.63,164.81,23.83,5.4,0.324,64.9
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,196,255.0,254.99,255.0,255.0,0.01,0.04,2.605,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep1,0.75,1.4,1.5,1.0,200,250.12,251.35,248.72,250.29,2.63,18.82,0.001,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,100,0.04,0.03,0.07,0.02,0.05,0.88,0.498,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,104,12.62,11.88,13.7,12.28,1.82,34.86,0.136,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,108,15.69,15.59,16.93,14.54,2.39,36.35,0.001,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,112,14.54,14.87,15.2,13.55,1.65,34.61,0.001,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,116,11.01,10.77,11.92,10.33,1.6,30.79,0.045,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,120,0.0,0.0,0.0,0.0,0.0,0.0,,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,124,0.81,0.78,0.9,0.76,0.14,7.32,0.189,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,128,19.77,20.39,20.15,18.75,1.64,40.72,0.005,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,132,18.93,20.16,19.57,17.05,3.1,39.46,0.002,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,136,18.55,19.94,19.07,16.63,3.31,38.64,0.001,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,140,3.65,4.06,3.62,3.26,0.79,15.95,0.022,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,144,255.0,255.0,255.0,255.0,0.0,0.02,5.292,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,148,214.27,215.49,213.25,214.06,2.24,88.69,0.0,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,152,49.33,43.8,56.83,47.37,13.03,39.25,0.032,135.4
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,156,45.68,39.1,53.86,44.08,14.76,38.07,0.005,139.4
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,160,14.93,16.09,18.63,10.08,8.55,23.88,0.058,76.8
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,164,14.05,17.87,15.26,9.01,8.85,7.74,1.017,43.4
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,168,46.17,41.18,47.34,49.99,8.81,10.87,0.77,197.1
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,172,75.28,69.34,77.05,79.44,10.1,30.14,0.056,193.1
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,176,90.43,86.63,92.63,92.02,6.01,27.02,0.052,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,180,100.15,96.74,103.25,100.47,6.51,23.1,0.046,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,184,106.83,103.24,109.92,107.32,6.68,21.03,0.034,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,188,67.46,59.95,73.1,69.34,13.15,16.46,0.016,163.9
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,192,30.46,20.57,40.92,29.9,20.35,5.9,1.137,147.3
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,196,254.99,254.99,254.99,255.0,0.01,0.08,2.724,
tonefine_wp0.64_g1.8_k2.0_s0.7,0.64,1.8,2.0,0.7,200,184.97,186.68,183.25,184.98,3.43,106.69,0.0,
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,100,25.76,12.04,41.54,23.7,29.5,14.68,0.115,143.1
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,104,51.83,31.3,72.74,51.47,41.44,7.41,0.892,149.1
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,108,52.44,36.33,73.04,47.95,36.71,47.51,0.197,138.0
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,112,66.57,55.59,83.84,60.29,28.25,68.07,0.008,128.9
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,116,79.43,69.19,96.24,72.85,27.05,61.91,0.004,127.2
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,120,96.92,86.0,112.95,91.8,26.95,55.46,0.003,131.8
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,124,109.45,99.61,126.02,102.71,26.41,50.12,0.002,126.1
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,128,107.77,101.23,124.08,98.0,26.08,28.83,0.029,113.5
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,132,121.7,118.76,136.98,109.36,27.62,8.63,25.006,100.5
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,136,121.63,119.0,138.1,107.79,30.31,5.04,6.445,98.6
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,140,153.19,151.66,165.85,142.05,23.8,28.06,0.007,96.4
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,144,187.2,186.98,196.13,178.49,17.65,45.54,0.002,91.2
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,148,255.0,255.0,255.0,255.0,0.0,0.01,2.941,
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,152,186.1,191.09,194.75,172.47,22.28,26.62,0.03,68.8
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,156,194.35,199.09,202.59,181.36,21.23,21.91,0.005,68.8
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,160,191.9,197.83,198.61,179.24,19.38,21.86,0.005,62.0
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,164,194.23,202.1,199.35,181.23,20.88,21.26,0.01,53.0
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,168,204.14,209.76,207.13,195.54,14.22,16.97,0.009,50.0
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,172,207.26,214.51,209.93,197.35,17.16,11.03,0.04,45.1
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,176,210.54,217.01,212.64,201.96,15.05,3.57,4.97,43.6
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,180,212.72,217.62,214.75,205.8,11.83,3.02,6.748,46.5
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,184,216.57,219.82,218.24,211.64,8.17,3.06,1.56,49.5
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,188,222.52,225.62,223.93,218.01,7.6,6.66,0.047,
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,192,228.5,231.38,230.25,223.88,7.49,13.18,0.022,
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,196,248.46,252.59,248.34,244.45,8.14,6.33,0.022,28.5
tonefine_wp0.75_g1.0_k1.5_s1.0,0.75,1.0,1.5,1.0,200,255.0,255.0,255.0,255.0,0.0,0.01,2.453,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,100,37.35,35.34,39.35,37.36,4.01,82.04,0.175,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,104,14.33,10.62,23.55,8.82,14.74,4.71,1.021,113.5
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,108,27.51,24.7,33.71,24.11,9.6,60.5,0.107,116.9
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,112,37.73,36.68,39.68,36.82,3.0,73.22,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,116,37.95,36.12,41.0,36.73,4.88,72.84,0.0,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,120,9.23,5.22,15.94,6.55,10.72,27.9,0.142,126.5
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,124,10.07,3.33,19.21,7.67,15.88,16.21,0.384,135.4
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,128,63.05,54.84,69.26,65.04,14.42,67.91,0.019,163.5
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,132,69.51,60.15,77.82,70.57,17.68,64.49,0.011,155.9
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,136,63.43,54.36,72.29,63.64,17.93,59.39,0.004,151.1
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,140,37.66,34.23,47.61,31.14,16.46,6.76,1.627,109.8
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,144,255.0,254.99,255.0,255.0,0.01,0.04,2.825,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,148,192.19,195.64,190.76,190.18,5.46,98.93,0.001,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,152,81.51,70.9,94.14,79.5,23.24,41.28,0.315,141.5
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,156,119.32,105.23,132.9,119.85,27.67,48.47,0.009,151.9
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,160,121.49,112.39,132.22,119.86,19.83,47.21,0.006,141.9
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,164,125.55,118.71,136.1,121.85,17.39,42.11,0.014,129.8
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,168,136.4,127.64,146.59,134.98,18.95,7.2,0.374,142.6
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,172,153.05,144.81,161.98,152.35,17.17,9.63,0.91,146.0
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,176,184.45,181.6,189.28,182.48,7.68,27.54,0.037,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,180,194.37,193.09,198.49,191.54,6.95,22.26,0.018,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,184,202.89,203.11,206.24,199.31,6.94,18.39,0.007,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,188,179.28,178.79,186.87,172.17,14.7,13.88,0.033,93.3
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,192,176.69,181.25,186.66,162.17,24.49,4.51,6.267,72.1
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,196,254.95,254.84,255.0,255.0,0.16,0.26,3.19,
tonefine_wp0.75_g1.4_k1.5_s1.0_rep3,0.75,1.4,1.5,1.0,200,179.62,180.6,178.09,180.17,2.5,104.09,0.0,
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,100,42.16,35.33,51.13,40.03,15.81,72.9,0.187,136.9
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,104,36.08,24.59,48.48,35.18,23.89,12.08,0.324,146.3
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,108,20.95,11.71,34.41,16.72,22.7,11.59,0.476,132.1
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,112,35.6,28.67,45.95,32.18,17.28,61.71,0.081,131.1
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,116,49.1,39.19,60.43,47.67,21.24,71.05,0.002,143.4
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,120,55.01,41.76,65.4,57.86,23.63,69.34,0.002,161.8
tonefine_wp0.64_g1.0_k2.0_s0.7,0.64,1.0,2.0,0.7,124,66.8,52.8,78.39,69.21,25.58,64.85,0.002,159.3
